nameGiven,age_last_game,career_length
"George J.",39,14
Rudolph,40,14
"Alfonso Guilleard",38,14
"Gerald Lee",41,14
"Mitchell Jack",36,14
"Robert Michael",37,14
"Walter Cleveland",35,14
"Todd Vernon",37,14
Peter,39,14
"Fury Gene",36,14
"Thomas Joseph",35,14
"Derrel Osborn",34,14
"Frank Joseph",36,14
"Richard William",35,14
Andre,38,14
"Austin Ben",35,14
"Joseph Bert",36,14
Robert,33,14
"Brett Daniel",38,14
"Clifford Earl",37,14
"Stephen Christopher",37,14
"Cecil Howell",34,14
"Delbert Bernard",37,14
"Jose Antonio",37,14
"John Samuel",36,14
"Jason Andrew",39,14
"Ronald Thomas",39,14
"Ryan Andrew",37,14
"Edward Stephen",36,14
"George Elvin",41,14
"Gerald Holmes",37,14
"Harry William",38,14
"Harvey Willos",39,14
"Cyril Roy",35,14
"Vernon M.",34,14
August,34,14
"Roy Hilton",35,14
"Rondell Bernard",35,14
"Eddie Lee",36,14
"Leo Ernest",39,14
"Kenneth Roy",39,14
"Stanley Wilson",35,14
"Gregory Scott",41,14
"James Eugene",35,14
"Harry Sterling",38,14
Joe,32,14
"Kerry Lee",34,14
"James Sherman",35,14
"Stephen Wayne",37,14
"Rudolph Preston",35,14
"Thomas Jefferson",35,14
"Eric Orlando",39,14
"Gregory Owen",39,14
"Burton Edwin",38,13
"Clyde Mitchell",37,13
"Paul Kenneth",36,13
"Terrance Darnell",37,13
"Richard Walther",33,13
"Bert Elmer",41,13
"William Joseph",36,13
Jack,33,13
"Luis Beltran",38,13
"James Lloyd",35,13
"Roy Hampton",38,13
"Edward Russell",34,13
"Paul William",37,13
"Frederick Blair",35,13
"Raymond Francis",39,13
"William Allen",38,13
"Harry M.",33,13
"Terry Lee",37,13
"Jackson Riggs",36,13
"Vernon Decatur",34,13
"Edward Perry",37,13
"Kelly Lee",37,13
"Charles Klein",32,13
"Timothy Paul",36,13
"Harry Duffield",36,13
"Tanyon James",37,13
Ichiro,40,13
"Dale Curtis",35,13
"Mark Patrick",38,13
"William Charles",36,13
"Robert Virgil",38,13
"Robert Dale",31,13
"William Harold",37,13
"Mickey Lee",36,13
"George Edward",33,13
"James Gorman",35,13
"Robert Brown",36,13
"Ronald Irvin",36,13
"John Thomas",35,13
"David Allen",37,13
"Harold Arthur",33,13
"Juan C.",35,13
"John Henry",38,13
"Todd Matthew",32,13
"Gregory Lamont",38,13
"James Leslie",33,13
"Javier Carlos",35,13
"Robert Hayes",37,13
"Frank John",36,13
"William Charles",37,13
"Joseph Franklin",34,13
"Robert Vernon",36,13
Cleotha,34,13
"Edward Augustine",36,13
"John Joseph",36,13
"Walter William",36,13
"Robert Kip",35,13
"Percival Wheritt",36,13
"Jacob Cauthen",36,13
"William DeKova",35,13
"Burgess Urquhart",36,13
"Harold George",35,13
"Richard Allen",38,13
"William Warren",NULL,13
"Richard Hirschfeld",35,13
"Gerald Floyd",39,13
"Maurice Morning",40,13
"Daniel Allen",36,13
"James Alger",36,13
"Larry Dewayne",35,13
"Timothy Howard",39,13
"Joel Randolph",38,13
"Michael Brian",36,13
"Barry William",35,13
"Jeremiah Dennis",35,13
"Robert Allen",39,13
"Lawrence Edward",31,13
"Dominic Paul",36,13
"Francis L.",33,13
"James B.",32,13
"Michael Joseph",38,13
"Michael Cornelius",36,13
"Octavio Eduardo",39,13
"Lawrence Joseph",34,13
"David Jonathan",35,13
"Donald Scott",33,13
"Joseph Anthony",34,13
"Adam Troy",34,13
"Chad Griffin",35,13
Ray,36,13
"Jermaine Terrell",35,13
"James Morris",34,13
"John Alban",36,13
"Richard Clark",31,13
Delmer,34,13
"Darin Charles",35,13
"Aaron Shawn",35,13
"Carl Edward",35,13
"Richard Joseph",35,13
"Robert Vavasour",39,13
"Charles Sidney",34,13
"Wesley Cheek",33,13
"Cecil Grant",35,13
"Ira James",36,13
"John Timothy",37,13
Arthur,37,13
"Horace Hills",35,13
"Edward Cunningham",36,13
"Charles Carrolton",35,13
"Lawrence Herbert",34,13
"Bernard Albert",33,13
"Charles John",33,13
"Dellas Clinton",35,13
"Anthony Nomar",36,13
"Debs C.",38,13
"Ned Franklin",35,13
"George C.",38,13
"Brian Stephen",38,13
"James William",37,13
"Myron Nathan",35,13
"Jerry Don",34,13
"Vernon Louis",34,13
"Rene Adrian",37,13
"Wilbur David",32,13
"Thomas Jones",36,13
"George F.",38,13
"James William",36,13
"Anthony Joseph",36,13
"James Timothy",36,13
"Thomas James",34,13
"Wedsel Gary",40,13
"John Thomas",34,13
"Mark Steven",34,13
"Ronald Ames",38,13
"Carlos Alfonso",35,13
"Jose Manuel",34,13
"Berthold John",37,13
"George William",34,13
"Warren Louis",36,13
Harvey,39,13
"Charles James",34,13
"Harold Augustine",35,13
"William Anthony",36,13
"William Robert",35,13
"Darryl Quinn",36,13
"Earl Andrew",32,13
"Charlton Atlee",37,13
"George Washington",37,13
"Tully Frederick",37,13
"William Joseph",37,13
"Ronald William",38,13
"Andrew Earl",33,13
"Frank Witman",32,13
"Minter Carney",34,13
"Joseph Walton",34,13
"Michael Thomas",36,13
"Tommy Vann",36,13
"David Lee",36,13
"Thomas Anthony",37,13
"Thomas David",37,13
"Ramon Jose",37,13
"Edward Burlton",39,13
"Joseph Walter",40,13
"Arthur Frederick",33,13
"Darren Lee",37,13
"John Leonard",36,13
"Elston Gene",39,13
"Rex Allen",37,13
"Thomas James",34,13
"Cecil Randolph",35,13
"Todd Randolph",34,13
"Donald William",36,13
"Edward James",33,13
"Paul David",36,13
"Robert Henry",37,13
"Edward Wilbur",34,13
"Richard Anthony",35,13
"William Francis",35,13
"Mateo Rojas",35,13
"John Joseph",33,13
"Richard Alexander",33,13
"John August",31,13
"James Patrick",35,13
"Antonio Rafael",36,13
"Andrew Jason",37,13
"Paul Andre",38,13
"Steven Thomas",33,13
"Grant Robert",36,13
"Rodrigo Richard",37,13
"Kevin Charles",36,13
"Russell Lee",36,13
"Rodney Roy",36,13
"Stephen Wayne",37,13
"Joseph Ronald",37,13
"Timothy Wayne",38,13
"David Russell",35,13
"Andrew Charles",35,13
"Armando German",35,13
"Michael Paul",36,13
"Joaquin Antonio",37,13
"John Needles",32,13
John,35,13
"Charles Francis",35,13
"Alphonse Dante",37,13
"Lawrence David",38,13
"Harry Ralston",38,13
Ewell,32,13
"James Henry",34,13
"George Henry",34,13
"Bobby Lee",35,13
"Michael Todd",38,13
Louis,35,13
"Frank Eugene",40,13
"Joseph Emil",35,13
"George Washington",36,13
"William Edward",36,13
"Russell Oles",35,13
"Harry David",38,13
"Nelson Kelley",35,13
Hubert,37,13
"Clinton Harold",38,13
"Hector Harold",39,13
"Mordecai Peter Centennial",39,13
"Thomas Andrew",33,13
"Alonza Benjamin",38,13
"Richard Paul",36,13
"Jeromy Neal",37,13
"George Joseph",35,13
"Ralph Michael",35,13
"William Richard",38,13
"Donald Eugene",34,13
"Harold Gust",38,13
"Warren William",36,13
Hector,37,13
"Frank Anthony",36,13
"James Wayne",31,13
"Samuel Blake",35,13
"Norman Wood",38,13
"Endy de Jesus",36,13
"Raul Alexander",36,13
"Clarence Lemuel",33,13
"Jeffrey Howard",38,13
"Anthony Christopher",37,13
"Rocco Domenico",35,13
"Joseph Howard",32,13
Darnell,34,13
"James Joseph",38,13
"Arley Wilbur",34,13
"Jose Alexander",35,13
"Francisco Javier",37,13
"William Richard",35,13
"Willie Murphy",31,13
"Michael Brent",35,13
"Elmer Ellsworth",35,13
"Edgar Edward",39,13
"Abner Frank",34,13
"George August",37,13
Ivan,35,13
"Robert George",32,13
"Danny Lynn",35,13
"Lawrence Curtis",37,13
"William Elmer",35,13
"Joseph Richard",31,13
"David Allen",35,13
"Wheeler Roger",35,13
"Ernest Rudolph",37,13
"Howard Michael",34,13
"Alexander M.",33,13
Odell,35,13
Samuel,38,13
"Willie Edward",35,13
"David Christopher",36,13
"Michael Joseph",35,13
"Timothy John",36,13
"Charles Ernest",36,13
"George Clyde",35,13
"Adam Thomas",36,13
"Terrance Edward",35,13
John,37,13
"Robert Wesley",36,13
"John Henry",39,13
"Raymond Carl",39,13
"George Bernard",35,13
"Lewis Bernard",31,13
"Timothy John",36,13
"Hobart Neal",33,13
"David Eugene",35,13
"Harry Arthur",34,13
"Gary Robert",38,13
"Anthony Michael",35,13
"Timothy James",35,13
"William Crutcher",37,13
Carlos,36,13
"James Robert",35,13
Jeffrey,35,13
"Michael Scott",35,13
"Paul Aaron",37,13
"John Harlan",37,13
"Thompson Orville",36,13
"Esteban Antonio",36,13
"Kyle Matthew",35,13
Javier,35,13
"Harry Lee",38,13
"John Steven",36,13
"Garry Lee",36,13
"Salvatore Anthony",41,13
"John E.",32,13
"Martin Whiteford",35,13
"Jason Scott",34,13
"Willard Warren",34,13
"Felix Anthony",37,13
"Philip Samuel",36,13
"Donald Arthur",34,13
"Gene William",31,13
"Charles Dallan",36,13
"Charles Richard",37,13
"Lee Louis",34,13
"John Arthur",38,13
"Maurice Joseph",32,13
"Samuel Edward",32,13
"John Reed",34,13
"William Boyd",34,13
"Donald Eric",33,13
"Orlando Luis",36,13
Daniel,36,13
"John Kenneth",34,13
"Kevin Darnell",36,13
"Brian Merritt",38,13
"Alonzo Earl",37,13
"Michael Wayne",35,13
"Terry Bluford",36,13
"Patrick Joseph",38,13
Guillermo,39,13
"George Joseph",34,13
"Patrick Joseph",35,13
"Robert Cleveland",35,13
"George David",37,13
"Van Lingle",34,13
"Xavier Clifford",35,13
"William Mitchell",32,13
"Chester Raymond",33,13
"Gregory Blakemoor",37,13
"William Oliver",34,13
"Robert Michael",36,13
"Ivan Massie",38,13
"Ramon Diogenes",40,13
"Lyle Stefan",37,13
"Vicente de la Cruz",35,13
"Dean William",34,13
"George Henry",39,13
"Frederick Joseph",37,13
"Eduardo Atanacio",37,13
"Gary Charles",35,13
"Edward Joseph",36,13
"William Corcoran",34,13
"Juan D'Vaughn",36,13
"Eric Vaughn",36,13
"Luis Andrew",36,13
"Nelson Thomas",38,13
"Curtis John",37,13
"Raymond Lee",39,13
"Terry Stephen",34,13
"Jose Alberto",34,13
"Nicholas Paul",36,13
"Paul John",36,13
"Howard Dean",34,13
"Rafael Alberto",37,13
Dennys,33,13
"Abram Harding",37,13
"Brian Michael",36,13
"James Calvin",35,13
"John Junior",37,13
"Jeffrey Lee",35,13
"Richard David",35,13
"Carsten Charles",33,13
Olmedo,36,13
"John Franklin",37,13
"Harry Franklin",36,13
"Otto Hamlin",42,13
"Rey Francisco",37,13
"Manuel de Jesus",36,13
"Richard Daniel",36,13
"Daniel Ernest",36,13
"Richard Craig",33,13
"Frank M.",35,13
"Joseph Charles",32,13
"George Charles",35,13
"John William",37,13
"Joseph Wheeler",34,13
"Howard Samuel",35,13
Melvin,39,12
"Tom Stephen",33,12
"George Joseph",30,12
"William Harold",35,12
"Anthony John",35,12
"Edward Joseph",34,12
"Timothy Hayes",33,12
"Michael Stanley",38,12
"Randall Kirk",36,12
"Charles Harrison",36,12
"Wayland Eugene",32,12
"Glenn Richard",36,12
"Lamar Ashby",36,12
Wilbert,37,12
"Albert Richard",42,12
"Joseph William",34,12
Hideo,39,12
Edwin,30,12
"Daniel Francis",33,12
"Ronald John",34,12
"Reuben Henry",34,12
"Joseph Melton",36,12
"Greggory William",34,12
"Jose Manuel",32,12
"Russell Reid",35,12
"Donovan Alan",34,12
"Roy Edward",36,12
"James Paulus",36,12
"James Philip",33,12
"Spike Dee",34,12
Vicente,36,12
"Emilio Antonio",33,12
Orlando,38,12
"Robert Chandler",39,12
"Martin William",37,12
"Jason Lee",37,12
"Jacob Edward",33,12
"Carlos Felipe",36,12
"Kenneth William",33,12
Oliver,33,12
"Tomas Orlando",34,12
"Ronald Peter",37,12
"Gerald June",34,12
"John Michael",35,12
"Roberto Antonio",35,12
"Americo Peter",33,12
"Daniel Joseph",32,12
"Brandon Emil",33,12
"Charles Louis",39,12
"Oliver Daniel",38,12
"Louis Americo",43,12
"Ted Henry",38,12
"Derrill Burnham",36,12
"Gerald Edward",33,12
"Robert Thomas",37,12
"Rafael Emilio",34,12
"Domingo Antonio",32,12
"John William",34,12
"Jean Claude Marc",34,12
"Michael Patrick",39,12
"Steven Vincent",40,12
"John Jay",NULL,12
"Mervin Weldon",37,12
"Edward Marvin",34,12
"Allie Pierce",37,12
"Carl Nettles",36,12
"Peter Gerard",34,12
"Claude Cassius",35,12
"Luis Antonio",34,12
"Leon Joseph",34,12
"Sherrard Alexander",33,12
Fernando,37,12
"Francisco Jose",32,12
"Richard Anthony",40,12
"Gary Steven",33,12
"Edgardo Ralph",32,12
"Juan Carlos",36,12
"Edwin Americus",35,12
"Warren Vincent",37,12
"David Wade",37,12
"Jack Houston",32,12
"Kirk Wesley",34,12
"Vernon Gerald",35,12
"James Edward",36,12
"Glendon James",34,12
"Robert Ransom",34,12
"Amos Wilson",30,12
"Cornelius Joseph",34,12
"Luis Ernesto",36,12
"John Theodore",31,12
"Deion Luwynn",33,12
"Kenneth George",35,12
"Johan Alexander",33,12
"Ramon D.",35,12
"Stephen Louis",34,12
"LeRoy John",36,12
"Robert Martin",40,12
"Harry Fenton",36,12
"Brian Duncan",35,12
"Henry Walter",35,12
"Michael Lorri",33,12
"Lewis Everett",33,12
Marcos,38,12
"Albert Karl",34,12
"David William",36,12
"Craig Barry",35,12
"Urban James",37,12
"Earl J.",40,12
"Jeremy David",35,12
"Ethan Nathan",34,12
"John Thomas",40,12
"William Robert",36,12
"Douglas L.",37,12
Joaquin,35,12
"Howard Earl",38,12
"Jose Joaquin",33,12
"Walter Wayne",33,12
"Lonas Edgar",35,12
"Scott Alan",36,12
"Floyd Wilson",38,12
"Stephen Charles",36,12
"Jesse Lawrence",35,12
"William Harrison",33,12
"Tracy Souter",39,12
"Charles Henry",34,12
"James Leland",35,12
"Earl Jesse",32,12
"Henry Albert",39,12
"Joshua Patrick",34,12
"Erik Joseph",35,12
"George Antonio",33,12
"Raymond Adelphia",36,12
"Gary David",36,12
"Lawrence James",37,12
"Allen Kent",34,12
"Michael Joseph",38,12
"Louis W.",32,12
"Stephen Thomas",33,12
"John Eugene",37,12
"William Casey",38,12
"Jeffrey Michael",33,12
"Luzerne Atwell",36,12
"Geoffrey Edward",39,12
"Bruce Anton",35,12
"Michael James",35,12
"Bobby Donald",34,12
"Frank Elmore",34,12
"Aaron John",36,12
"Bret Robert",36,12
"Joseph Thomas",37,12
Thaddis,33,12
"Stephen A.",35,12
"Ralph Theodore Joseph",30,12
"Jeffrey Hoke",37,12
"Edgar Garland",33,12
"Walter Scott",34,12
"Emil Quincy",34,12
"William James",36,12
"Ollie Lee",33,12
"Louis Rogers",33,12
"Thomas Everett",35,12
"James Franklin",35,12
"Marlon Jerrard",37,12
"Adolph Louis",38,12
"Bruce Douglas",32,12
Raul,35,12
"George Jasper",39,12
"Alberto Terrero",37,12
"Frank John",36,12
"William Jones",36,12
"David Earl",36,12
"John Gibson",33,12
"Joshua Baldwin",32,12
"William Watson",35,12
"William Frederick",33,12
"Gordon Stanley",34,12
"Joseph Patrick",33,12
"Charles Albert",35,12
"Frank Henry",37,12
"George Walter",35,12
"Duff Gordon",32,12
Wilfredo,33,12
"Alfred Edward",34,12
"Danny Bradford",36,12
"Clifford Carlton",39,12
"Carl Demonte",33,12
"Covelli Loyce",34,12
"Richard Broadus",34,12
"James Houston",36,12
"Lloyd Garrison",34,12
"Curtis Benton",42,12
"George Earl",32,12
Jose,34,12
"David Michael",35,12
"James Henry",34,12
"Norman Leroy",35,12
"Kenneth Joseph",35,12
"William Robert",33,12
"Robert Ralph",35,12
"Aaron James",34,12
"Roy Frederick",34,12
"Charles Edwin",34,12
"David Stanley",37,12
"Harry W.",33,12
Rafael,34,12
"Thomas Frank",35,12
"William James",34,12
"George Tucker",35,12
"Robert William",34,12
"Joseph Bernard",28,12
"Charles Dillon",34,12
"Glen Eugene",31,12
"DeWain Lee",35,12
"Shannon Harold",34,12
"John Franklin",35,12
"Milton Joseph",32,12
"Allyn McClelland",38,12
"William Graves",31,12
"Howard Bruce",35,12
"Kevin Ray",37,12
Danilo,34,12
Fernando,35,12
"Oliver Wendell",35,12
"John Ellis",36,12
"William H.",32,12
"Robert Alan",37,12
"Roy Allen",37,12
"Richard William",37,12
"Michael Joseph",32,12
"Fred Alexandra",34,12
"Yorvit Adolfo",35,12
Alejandro,33,12
Gus,35,12
"Thomas Joseph",35,12
David,35,12
"Andrew James",34,12
"Henry Francis",35,12
"Robert Andrew",38,12
"William McKinley",34,12
"Zoilo Casanova",31,12
"Osvaldo Jose",37,12
"Clyde Frederick",32,12
"George Edward",33,12
"Michael Richard",33,12
"James Ross",37,12
"Clarence William",36,12
"Ray Lee",31,12
"Daniel James",32,12
"William Adolph",32,12
"Mitchell Dean",36,12
"Herman Ralph",31,12
"Michael Francis",32,12
"William Murray",34,12
"Jayson Richard Gowan",35,12
"Daniel Michael",34,12
"Guy Harris",34,12
"Joyner Clifford",35,12
"Matthew Christopher",37,12
"William Robert",36,12
"Edward Laquan",33,12
"Edward Nagle",32,12
"Todd Michael",36,12
"Victor Gazaway",34,12
"Arthur Earl",35,12
"Dwight Randolph",36,12
"Samuel Washington",36,12
"Michael Atwater",32,12
"Anthony Darrell",36,12
"George Albert",33,12
"Christopher Michael",35,12
"Todd Roland",38,12
"Harold Delano",32,12
"John Barney",35,12
"Norman Robert",33,12
"Lemuel Floyd",38,12
Henry,32,12
"Richard Walter",34,12
"Delino Lamont",33,12
"George Willard",32,12
"Lawrence Eugene",35,12
"Albert James",39,12
"Frank Joseph",35,12
"Douglas Dean",36,12
"Richard Anthony",36,12
Walter,38,12
"David Edwin",31,12
Mariano,34,12
"Don Robert",35,12
"Henry Albert",34,12
"David William",34,12
"John Charles",33,12
"Mark William",37,12
"Gilbert Raymond",34,12
"Albert Paul",32,12
"Alvaro Alberto",35,12
"Scott Alan",37,12
"Edward Joseph",33,12
"Salvatore Frank",37,12
"Joseph Vance",36,12
"Patrick Joseph",35,12
"Darrin Glen",35,12
"Elmer Harrison",34,12
"Thomas Michael",35,12
"Lewis Albert",34,12
"Raymond Earl",32,12
Ervin,36,12
"Frederick Meloy",35,12
"Ryan Ray",38,12
"David Travis",33,12
Rigoberto,34,12
"Curtis Hooper",35,12
"Michael Anthony",36,12
"Charles William",35,12
"Edward Miguel",37,12
"Mark Allan",39,12
"Jon Steven",33,12
"Richard Leo",33,12
"Gary Merle",33,12
"Joseph Charles",37,12
"Andrew Bernard",32,12
Troy,34,12
"Alexander Scott",33,12
"John Beverley",35,12
"Joseph Lowell",35,12
"Michael William",36,12
"Thomas Herman",35,12
"Marvin Edward",41,12
"William Bernard",33,12
"Charles Louis",34,12
"Wallace Larry",35,12
"Edward Hugh",35,12
"Aaron Michael",36,12
"Steven Lowell",35,12
"Timothy Allan",36,12
"Peter Thomas",34,12
"Maurice Charles",35,12
"John Elvin",33,12
"Scott Allen",38,12
"Charles Dewayne",36,12
"James Tolbert",38,12
"John Geoffrey",34,12
"Wallace Andrew",36,12
"James Michael",34,12
"Frederick Amos",32,12
"Ricky Allen",35,12
"Wesley Ray",35,12
"Charles Judson",35,12
"Patrick George",35,12
Guillermo,34,12
"Thomas Mitchell",35,12
"Charles Lincoln",35,12
"Otto C.",36,12
"James Lucius",37,12
"Walter Kirby",35,12
"Andrew Aird",36,12
"Kenneth Wade",35,12
"Marc Kevin",34,12
"Dennis Lee",35,12
James,33,12
"David Michael",36,12
"Arthur Joseph",30,12
"Bobby Dean",37,12
"Alan Thomas",33,12
"Kent Allen",34,12
"Aubrey Lewis",35,12
"Miller James",38,12
"John Edwin",35,12
"Jeffrey Kent",36,12
"William Forrest",37,12
"Peter Joseph",34,12
"Omar Rafael",32,12
"Charles Brandon",36,12
"Cesar David",33,12
"Joseph Jefferson",33,12
"William Chester",37,12
Dion,33,12
"Kevin Thomas",37,12
"Manuel Julian",36,12
"Gregory Scott",32,12
Alexander,33,12
"Robert Lee",39,12
"Kenneth Lance",36,12
"Charles Wesley",36,12
"Cleon Joseph",33,12
"William Edward",35,12
"Eric Peter",36,12
"Stefan Andrew",34,12
"Walter Francis",35,12
"Michael Dennis",32,12
"Roberto Conrado",35,12
"Kenneth Frederick",33,12
William,33,12
"Matthew Aloysius",32,12
"James Hubert",35,12
"Thomas F.",32,12
"Donald Martin",34,12
"Casimir James",39,12
"Louis Laddie",38,12
"John Henry",33,12
"William Culp",37,12
"Ernest George",34,12
"Michael Edward",37,12
"Clement Walter",35,12
"John Derran",35,12
"Michael James",35,12
"Albert Wesley",35,12
"Jason Dean",37,12
"William Francis",35,12
Samuel,38,12
"Harry Loran",33,12
"David Paul",34,12
"Dennis Patrick",35,12
"Hubert Benjamin",33,12
"Colby Preston",35,12
"Jose Desiderio Rodriguez",33,12
"Frederick Charles",30,12
John,37,12
"Richard Dale",37,12
"Aurelio Alejandro",38,12
"Michael Averett",36,12
"Ryan Andrew",36,12
"Gerald Thomas",36,12
"Michael Andrew",35,12
"Dennis Joseph",NULL,12
"Richard Keith",38,12
"Fergus G.",NULL,12
"Richard Eugene",33,12
"Kirt Dean",34,12
Josias,36,12
Frederick,37,12
"Joseph Clifton",35,12
"Ramon Jaime",33,12
"Victor Jesus",35,12
"Michael Scott",35,12
"Jonathan Trumpbour",33,12
"Edward Joseph",38,12
"Thomas Francis Michael",33,12
"Tommy Lee",34,12
"Harry Henry",34,12
"Charles Dwayne",34,12
"Dennis Lawrence",37,12
"James B.",33,12
"Robert Emmett",34,12
"Edwin John",35,12
"Joe Craig",35,12
"David Arthur",32,12
"George Hartley",38,12
"Henry William",38,12
"Denis John",33,12
"Emil Frederick",34,12
Bernhard,40,12
"Levi Samuel",NULL,12
"Russell Charles",35,12
"Corky Abraham Philip",37,12
"George Frederick",32,12
"John Barney",35,12
"Lowell Otto",33,12
"Colonel Buster",37,12
"Donald Ray",34,12
"Paul Thomas",36,12
"Frederick Francis",35,12
"Benjamin Jose",36,12
"Jeffrey Thomas",37,12
"Donnie Ray",34,12
"Ronald Kenneth",33,11
"Ira Kendall",34,11
"William Frank",34,11
"Michael Wilson",30,11
Edwin,31,11
"Brook Wallace",32,11
"Merwin John William",33,11
"Harold Chandler",30,11
"Harold Bentley",34,11
"Jack Eugene",34,11
"Charles Edward",33,11
"Donald Roy",31,11
"Jason Michael",34,11
"Russell Conwell",33,11
"Kenneth Travis",36,11
"Reed Cameron",37,11
"Robert Oliver",36,11
"Gordon Bassett",35,11
"Vernal Leroy",32,11
"Ruppert Sanderson",32,11
"Baxter Byerly",31,11
"Gabriel Stefan",35,11
"Ronald Joseph",34,11
"Austin Ryan",32,11
"John Patrick",30,11
"Alexander Raymond",34,11
"Steven F.",33,11
"William Park",35,11
"John Edward",33,11
"Lloyd Vernon",38,11
"James Lester",37,11
"John Francis",35,11
"Darryl Andrew",33,11
"Ellis Raymond",42,11
"William Joseph",34,11
"Louis Stephen",30,11
"Edward Charles",34,11
"Mark Anthony",32,11
Sanford,30,11
"Robert Leroy",34,11
"George Joseph",35,11
"Gerald Lee",34,11
"Edward Erving",34,11
"Ryan David",33,11
"John Young",36,11
"Michael Jason",36,11
"Frank Strong",35,11
"Lynford Hobart",34,11
"Charles Richard",34,11
"Michael Eugene",35,11
"Vance Aaron",35,11
"Terry Hester",39,11
"Clifton Phifer",35,11
"Craig Lindsay",36,11
"Mark Edward",38,11
"Johnnie Lee",33,11
"Curtis John",36,11
"Darren Joel",34,11
"George Edward",33,11
"Sixto Joaquin",31,11
"Michael George",35,11
"Scott Cameron",35,11
"Frank Alfred",33,11
"John Joseph",31,11
"Daniel Webster",35,11
William,31,11
"Braden LaVern",34,11
"Edmund Walter",37,11
"Stanley Edward",34,11
"Hector Headley",37,11
"Javier Alfonso",37,11
"Luis Manuel",34,11
Rodrigo,36,11
"Salvatore Anthony",34,11
"Omar Joseph",38,11
"Julio Cesar",35,11
"Jerry Dean",34,11
"Brandon James",33,11
"Dennis Patrick Aloysius",31,11
"Shane Lee",34,11
"Michael Anthony",37,11
"Patrick Lavon",33,11
"James William",31,11
"Frank James",36,11
"Roger Eugene",34,11
Damaso,35,11
